"","construct","radius.mean","radius.median","radius.getmode","radius.getquant","radius.max","radius.min","radius.st.err","radius.length"
"1","G123-1_CTA_L",0.801728586171311,0.86687306501548,0.959752321981424,0.990712074303406,1.11455108359133,0.402476780185759,0.0289049754526968,48
"2","G123-10_TTG_L",1.01079407580956,1.02167182662539,1.02167182662539,1.17647058823529,1.76470588235294,0.464396284829721,0.0235696074364111,74
"3","G123-12_TCA_S",1.06829357129849,1.08359133126935,1.05263157894737,1.26934984520124,1.48606811145511,0.43343653250774,0.0205286844805317,85
"4","G123-13_ACA_T",0.977103391964073,0.990712074303406,1.02167182662539,1.11455108359133,1.26934984520124,0.557275541795666,0.013444290728879,91
"5","G123-14_CTT_L",0.833872010342599,0.897832817337461,0.928792569659443,0.990712074303406,1.14551083591331,0.340557275541796,0.0190953085699309,91
"6","G123-16_TGT_C",1.02167182662539,1.05263157894737,1.14551083591331,1.18885448916409,1.45510835913313,0.526315789473684,0.0261294334509162,47
"7","G123-17_ATT_I",0.929451287793953,0.959752321981424,0.990712074303406,1.12693498452012,1.23839009287926,0.371517027863777,0.0289696000324269,47
"8","G123-19_GCA_A",1.00103199174407,1.05263157894737,1.08359133126935,1.17647058823529,1.54798761609907,0.588235294117647,0.0257596968816868,51
"9","G123-2_CTG_L",0.918712650298798,0.928792569659443,0.959752321981424,1.05263157894737,1.42414860681115,0.464396284829721,0.0158125129714969,86
"10","G123-20_AGC_S",0.768927666760484,0.773993808049536,0.835913312693499,0.91640866873065,1.05263157894737,0.495356037151703,0.0167902625554539,55
"11","G123-4_CTC_L",0.976639459611596,0.990712074303406,0.928792569659443,1.14551083591331,1.57894736842105,0.495356037151703,0.0225324152885353,66
